EmployeeNo,Gender,Age,MaritalStatus,Degree,Tier,Track,PrimaryCEG,SecondaryCEG,PerformanceRating,PotentialRating,PerDayRate,CostToCompany,EmployeeRatedEnvirementSatisfaction,EmployeeRatedJobInvolvement,EmployeeRatedJobSatisfaction,EmployeeratedRelationshipSatisfaction,EmployeeratedWorkLifeBalance,DateOfJoining,LastPromotionDate,CompanyTenure,RoleTenure,ElapsedPromotion,ManagerTenure,Longevity,Attrition
10001428,Male,40,Married,Software Engineering,1,Technology,,,3,0,0,0,1,3,4,3,2,22-Jul-21,22-Jul-21,1.3,1.3,0,1.3,0,0
10001456,Male,40,Single,Software Engineering,1,Technology,,,3,0,0,0,3,2,3,4,3,22-Apr-20,22-Oct-20,2.5,2,2,2,0,0
10001458,Female,40,Married,Software Engineering,1,Technology,,,3,0,0,0,3,3,3,2,3,22-Dec-16,22-Oct-19,5.9,3,0,3,1,0
10000001,Female,41,Single,Software Engineering,2,Quality,,,3,0,0,0,2,3,4,1,1,22-Oct-15,22-Oct-18,7.0,4,0,4,1,1
10000046,Female,41,Married,Technical Degree,5,Technology,,,3,0,0,0,2,3,3,4,3,22-Apr-00,22-Oct-07,22.5,15,15,15,1,1
10000134,Male,41,Other,Software Engineering,3,Quality,,,3,0,0,0,3,3,3,3,3,22-Apr-13,22-Oct-15,9.5,7,0,7,1,0
10000148,Male,41,Other,Software Engineering,4,Technology,,,3,0,0,0,4,2,1,2,2,22-Jan-15,22-Oct-16,7.8,6,7,6,1,0
10000149,Male,41,Married,Software Engineering,1,Technology,,,4,0,0,0,3,3,1,4,3,22-Jan-17,22-Jan-17,5.8,5.8,1,5.8,1,0
10000167,Male,41,Other,Software Engineering,1,Technology,,,3,0,0,0,1,3,3,1,3,22-Jan-13,22-Oct-14,9.8,8,1,8,1,0
10000183,Female,41,Single,Software Engineering,1,Quality,,,4,0,0,0,2,3,2,4,2,22-Oct-17,22-Oct-19,5.0,3,0,3,1,1
10000216,Female,41,Single,Software Engineering,3,Quality,,,3,0,0,0,4,3,4,3,3,22-Aug-21,22-Aug-21,1.2,1.2,0,1.2,0,0
10000243,Male,41,Other,Software Engineering,2,Technology,,,3,0,0,0,3,3,1,1,2,22-Feb-21,22-Feb-21,1.7,1.7,0,1.7,0,0
10000301,Male,41,Single,Software Engineering,4,Quality,,,3,0,0,0,4,3,2,2,3,22-Dec-99,22-Oct-12,22.9,10,0,10,1,0
10000347,Male,41,Single,Software Engineering,2,Technology,,,3,0,0,0,4,2,2,4,3,22-Jul-17,22-Oct-18,5.3,4,1,4,1,0
10000367,Male,41,Single,Software Engineering,2,Quality,,,3,0,0,0,1,3,2,3,3,22-Feb-14,22-Oct-15,8.7,7,7,7,1,1
10000404,Male,41,Married,Software Engineering,3,Quality,,,3,0,0,0,2,4,1,3,3,22-Apr-12,22-Oct-15,10.5,7,0,7,1,0
10000447,Male,41,Single,Software Engineering,2,Quality,,,3,0,0,0,4,3,4,4,3,22-Jun-08,22-Oct-19,14.4,3,1,3,1,0
10000460,Female,41,Single,Other,2,Technology,,,3,0,0,0,1,2,3,1,3,22-Oct-13,22-Oct-15,9.0,7,0,7,1,0
10000467,Female,41,Married,Software Engineering,4,Quality,,,3,0,0,0,2,3,1,2,3,22-Apr-04,22-Oct-06,18.5,16,11,16,1,0
10000536,Male,41,Other,Business Management,5,Consulting,,,3,0,0,0,2,2,4,2,2,22-Jun-01,22-Oct-16,21.4,6,12,6,1,0
10000539,Male,41,Married,Software Engineering,5,Consulting,,,3,0,0,0,4,2,3,2,3,22-Dec-99,22-Oct-15,22.9,7,2,7,1,0
10000668,Female,41,Other,Software Engineering,1,Technology,,,3,0,0,0,2,1,4,3,2,22-Mar-15,22-Oct-15,7.6,7,1,7,1,1
10000687,Male,41,Single,Software Engineering,1,Technology,,,3,0,0,0,4,3,1,3,3,22-Jul-04,22-Oct-09,18.3,13,2,13,1,0
10000717,Male,41,Other,Software Engineering,5,Technology,,,3,0,0,0,1,3,3,2,4,22-Mar-04,22-Oct-06,18.6,16,0,16,1,0
10000729,Female,41,Married,Technical Degree,3,Technology,,,3,0,0,0,3,3,3,3,3,22-Apr-12,22-Oct-15,10.5,7,0,7,1,0
10000738,Female,41,Single,Software Engineering,2,Technology,,,3,0,0,0,4,3,3,2,3,22-Jan-20,22-Oct-20,2.8,2,2,2,0,0
10000744,Female,41,Single,Software Engineering,4,Technology,,,3,0,0,0,3,2,4,1,3,22-Aug-17,22-Oct-19,5.2,3,4,3,1,0
10000747,Female,41,Other,Software Engineering,5,Technology,,,4,0,0,0,2,1,3,2,3,22-Jan-01,22-Oct-06,21.8,16,5,16,1,0
10000750,Female,41,Married,Software Engineering,5,Quality,,,3,0,0,0,1,1,4,4,3,22-Aug-90,22-Oct-08,32.2,14,6,14,1,1
10000759,Male,41,Married,Technical Degree,3,Quality,,,3,0,0,0,2,3,4,3,1,22-Jul-16,22-Oct-18,6.3,4,0,4,1,0
10000761,Female,41,Married,Software Engineering,3,Quality,,,3,0,0,0,3,2,2,1,3,22-Mar-07,22-Oct-15,15.6,7,6,7,1,0
10000772,Female,41,Married,Software Engineering,3,Quality,,,3,0,0,0,3,2,3,2,3,22-Dec-12,22-Oct-18,9.9,4,7,4,1,0
10000773,Female,41,Married,Software Engineering,1,Technology,,,3,0,0,0,1,3,3,2,3,22-Feb-17,22-Oct-18,5.7,4,0,4,1,0
10000784,Female,41,Married,Technical Degree,1,Technology,,,3,0,0,0,2,4,3,3,3,22-Jul-12,22-Oct-16,10.3,6,0,6,1,0
10000831,Male,41,Married,Software Engineering,1,Technology,,,3,0,0,0,2,3,4,1,3,22-Jul-21,22-Jul-21,1.3,1.3,0,1.3,0,0
10000865,Male,41,Other,Software Engineering,1,Technology,,,3,0,0,0,1,2,1,1,1,22-Apr-21,22-Apr-21,1.5,1.5,0,1.5,0,1
10000952,Male,41,Single,Software Engineering,2,Quality,,,3,0,0,0,3,1,2,1,3,22-Dec-02,22-Oct-20,19.9,2,11,2,1,0
10000961,Female,41,Other,Software Engineering,2,Quality,,,3,0,0,0,3,3,1,4,3,22-Mar-13,22-Oct-19,9.6,3,1,3,1,0
10000989,Female,41,Other,Software Engineering,2,Technology,,,3,0,0,0,4,3,4,1,2,22-Oct-15,22-Oct-20,7.0,2,3,2,1,0
10001029,Male,41,Married,Software Engineering,1,Technology,,,3,0,0,0,2,4,3,1,2,22-Feb-18,22-Oct-20,4.7,2,0,2,1,0
10001197,Male,41,Single,Software Engineering,3,Quality,,,3,0,0,0,4,3,3,4,3,22-Sep-20,22-Sep-20,2.1,2.1,0,2.1,0,0
10001219,Male,41,Single,Software Engineering,3,Quality,,,3,0,0,0,4,3,3,2,3,22-Oct-11,22-Oct-14,11.0,8,8,8,1,0
10001229,Male,41,Married,Software Engineering,2,Consulting,,,3,0,0,0,3,1,2,2,3,22-Feb-19,22-Oct-20,3.7,2,1,2,1,0
10001267,Male,41,Other,Software Engineering,1,Technology,,,4,0,0,0,3,3,1,2,3,22-Feb-17,22-Oct-19,5.7,3,0,3,1,0
10001295,Male,41,Single,Software Engineering,2,Technology,,,3,0,0,0,2,4,2,1,1,22-Apr-19,22-Oct-20,3.5,2,1,2,1,0
10001296,Female,41,Other,Software Engineering,3,Quality,,,3,0,0,0,3,3,3,4,4,22-Mar-00,22-Oct-08,22.6,14,13,14,1,0
10001357,Female,41,Married,Software Engineering,2,Quality,,,4,0,0,0,3,3,2,3,3,22-Jun-17,22-Oct-18,5.4,4,1,4,1,0
10001421,Male,41,Married,Software Engineering,1,Technology,,,4,0,0,0,4,3,4,1,3,22-Apr-17,22-Oct-19,5.5,3,1,3,1,0
10001446,Female,41,Married,Software Engineering,4,Technology,,,4,0,0,0,1,2,2,3,3,22-Jul-02,22-Oct-15,20.3,7,0,7,1,0
10001449,Male,41,Other,Software Engineering,2,Quality,,,3,0,0,0,3,2,2,3,3,22-Jan-17,22-Oct-18,5.8,4,0,4,1,0
10000028,Male,42,Married,Software Engineering,2,Quality,,,3,0,0,0,3,3,2,4,3,22-Jun-13,22-Oct-15,9.4,7,4,7,1,0
10000198,Female,42,Other,Software Engineering,2,Technology,,,3,0,0,0,3,3,3,2,3,22-Sep-17,22-Oct-19,5.1,3,0,3,1,0
10000232,Male,42,Married,Technical Degree,5,Technology,,,3,0,0,0,3,3,4,4,3,22-Mar-00,22-Oct-05,22.6,17,11,17,1,0
10000254,Female,42,Single,Software Engineering,2,Technology,,,3,0,0,0,4,4,1,3,3,22-Apr-19,22-Oct-20,3.5,2,0,2,1,0
10000257,Female,42,Other,Software Engineering,1,Technology,,,3,0,0,0,4,2,1,3,3,22-Feb-13,22-Oct-16,9.7,6,7,6,1,0
10000282,Male,42,Married,Software Engineering,2,Quality,,,4,0,0,0,2,3,3,3,3,22-Jan-02,22-Oct-06,20.8,16,11,16,1,0
10000296,Female,42,Married,Software Engineering,4,Quality,,,3,0,0,0,3,3,2,4,4,22-Sep-02,22-Oct-18,20.1,4,4,4,1,0
10000349,Female,42,Single,Software Engineering,4,Technology,,,3,0,0,0,1,3,4,2,3,22-Dec-20,22-Dec-20,1.9,1.9,0,1.9,0,0
10000351,Male,42,Other,Software Engineering,1,Consulting,,,3,0,0,0,3,3,3,3,3,22-Jun-19,22-Oct-20,3.4,2,1,2,1,0
10000357,Male,42,Single,Other,2,Technology,,,4,0,0,0,1,2,4,2,3,22-Mar-21,22-Mar-21,1.6,1.6,0,1.6,0,0
10000389,Female,42,Other,Software Engineering,1,Technology,,,3,0,0,0,2,3,1,2,3,22-Apr-17,22-Oct-20,5.5,2,1,2,1,0
10000410,Female,42,Other,Software Engineering,2,Technology,,,3,0,0,0,1,3,3,2,3,22-Jul-17,22-Oct-18,5.3,4,0,4,1,0
10000414,Female,42,Married,Technical Degree,2,Technology,,,3,0,0,0,4,2,4,4,4,22-Mar-16,22-Oct-17,6.6,5,0,5,1,0
10000442,Male,42,Married,Other,1,Technology,,,3,0,0,0,2,3,3,4,3,22-Jul-20,22-Oct-20,2.3,2,2,2,0,0
10000452,Male,42,Married,Software Engineering,3,Technology,,,4,0,0,0,4,3,1,4,2,22-Aug-12,22-Oct-13,10.2,9,5,9,1,0
10000489,Female,42,Married,Software Engineering,2,Technology,,,3,0,0,0,3,3,4,2,3,22-Jul-12,22-Oct-20,10.3,2,2,2,1,0
10000548,Male,42,Other,Software Engineering,1,Technology,,,3,0,0,0,3,4,3,4,3,22-Jan-20,22-Oct-20,2.8,2,2,2,0,1
10000585,Male,42,Other,Software Engineering,5,Technology,,,3,0,0,0,2,3,4,2,2,22-Jul-98,22-Oct-15,24.3,7,14,7,1,0
10000598,Female,42,Married,Software Engineering,2,Technology,,,3,0,0,0,4,2,4,4,3,22-Oct-17,22-Oct-19,5.0,3,0,3,1,0
10000605,Male,42,Married,Software Engineering,2,Technology,,,3,0,0,0,2,3,2,4,2,22-Jul-13,22-Oct-14,9.3,8,7,8,1,0
10000633,Male,42,Single,Software Engineering,1,Technology,,,3,0,0,0,2,3,4,4,3,22-Jun-20,22-Oct-21,2.4,1,2,1,0,0
10000644,Female,42,Married,Software Engineering,2,Technology,,,3,0,0,0,3,4,4,2,2,22-Apr-17,22-Oct-19,5.5,3,1,3,1,0
10000673,Female,42,Single,Software Engineering,2,Quality,,,3,0,0,0,3,2,3,1,3,22-Sep-17,22-Oct-18,5.1,4,0,4,1,0
10000742,Male,42,Married,Software Engineering,5,Quality,,,3,0,0,0,4,3,3,2,4,22-Oct-20,22-Oct-20,2.0,2,0,2,0,0
10000800,Male,42,Married,Software Engineering,4,Technology,,,3,0,0,0,4,3,1,4,3,22-Oct-99,22-Oct-16,23.0,6,13,6,1,0
10000825,Male,42,Single,Software Engineering,2,Technology,,,3,0,0,0,2,1,4,1,3,22-Sep-21,22-Sep-21,1.1,1.1,0,1.1,0,0
10000839,Male,42,Single,Software Engineering,4,Quality,,,3,0,0,0,3,3,1,2,2,22-Mar-01,22-Oct-13,21.6,9,13,9,1,1
10000840,Male,42,Single,Software Engineering,2,Quality,,,3,0,0,0,2,3,1,4,4,22-Jun-16,22-Oct-18,6.4,4,1,4,1,0
10000879,Male,42,Married,Software Engineering,2,Consulting,,,3,0,0,0,4,4,1,1,4,22-Apr-18,22-Oct-19,4.5,3,0,3,1,0
10000888,Female,42,Married,Software Engineering,3,Technology,,,3,0,0,0,1,3,1,3,3,22-Jan-21,22-Jan-21,1.8,1.8,0,1.8,0,0
10000926,Female,42,Married,Software Engineering,2,Technology,,,3,0,0,0,2,4,2,4,3,22-Dec-20,22-Dec-20,1.9,1.9,0,1.9,0,0
10000955,Male,42,Married,Software Engineering,4,Technology,,,3,0,0,0,3,3,3,4,2,22-Feb-02,22-Oct-14,20.7,8,2,8,1,0
10001000,Female,42,Married,Software Engineering,4,Consulting,,,3,0,0,0,3,3,1,3,3,22-Mar-02,22-Oct-15,20.6,7,0,7,1,0
10001051,Female,42,Single,Software Engineering,1,Technology,,,3,0,0,0,1,3,4,3,3,22-Oct-09,22-Oct-13,13.0,9,5,9,1,0
10001089,Male,42,Married,Software Engineering,1,Technology,,,3,0,0,0,3,2,2,2,3,22-Jun-21,22-Jun-21,1.4,1.4,0,1.4,0,0
10001094,Male,42,Married,Software Engineering,3,Technology,,,3,0,0,0,4,3,4,3,1,22-Jan-02,22-Oct-14,20.8,8,13,8,1,0
10001130,Male,42,Single,Other,5,Technology,,,4,0,0,0,4,2,4,4,3,22-Oct-20,22-Oct-20,2.0,2,0,2,0,0
10001264,Male,42,Other,Software Engineering,1,Technology,,,4,0,0,0,2,3,2,2,2,22-Sep-17,22-Oct-19,5.1,3,0,3,1,0
10001288,Male,42,Married,Software Engineering,2,Technology,,,3,0,0,0,2,4,1,3,2,22-Feb-22,22-Feb-22,0.7,0.7,0,0.7,0,0
10001321,Male,42,Married,Technical Degree,1,Technology,,,4,0,0,0,3,3,3,2,2,22-Dec-15,22-Oct-19,6.9,3,3,3,1,0
10001326,Male,42,Single,Software Engineering,1,Technology,,,3,0,0,0,4,3,3,4,3,22-Jan-22,22-Jan-22,0.8,0.8,0,0.8,0,0
10001358,Male,42,Married,Software Engineering,3,Technology,,,3,0,0,0,3,3,1,2,4,22-Dec-08,22-Oct-15,13.9,7,5,7,1,0
10001379,Male,42,Other,Software Engineering,2,Quality,,,3,0,0,0,2,3,4,3,3,22-Apr-22,22-Apr-22,0.5,0.5,0,0.5,0,0
10001405,Male,42,Single,Software Engineering,2,Technology,,,3,0,0,0,4,2,3,4,3,22-Sep-02,22-Oct-13,20.1,9,3,9,1,0
10001420,Male,42,Other,Software Engineering,2,Technology,,,3,0,0,0,4,3,1,3,2,22-Jan-18,22-Oct-19,4.8,3,1,3,1,0
10001444,Male,42,Married,Software Engineering,5,Technology,,,3,0,0,0,1,3,3,1,2,22-Apr-00,22-Oct-16,22.5,6,4,6,1,0
10000036,Female,43,Other,Software Engineering,1,Technology,,,3,0,0,0,4,4,3,4,2,22-Oct-16,22-Oct-19,6.0,3,1,3,1,0
10000120,Male,43,Married,Software Engineering,4,Quality,,,3,0,0,0,3,3,4,4,4,22-Aug-97,22-Oct-10,25.2,12,4,12,1,0
10000131,Female,43,Single,Software Engineering,1,Technology,,,3,0,0,0,2,4,3,4,3,22-Jun-19,22-Oct-20,3.4,2,1,2,1,0
10000194,Male,43,Other,Software Engineering,1,Technology,,,3,0,0,0,4,4,4,4,4,22-Jun-17,22-Oct-18,5.4,4,2,4,1,0
10000236,Female,43,Married,Software Engineering,4,Quality,,,4,0,0,0,4,3,4,3,3,22-Jul-05,22-Oct-09,17.3,13,1,13,1,0
10000316,Female,43,Single,Software Engineering,1,Technology,,,3,0,0,0,3,3,4,1,3,22-Oct-13,22-Oct-15,9.0,7,1,7,1,0
10000331,Female,43,Other,Software Engineering,2,Technology,,,3,0,0,0,3,2,3,2,4,22-Aug-13,22-Oct-15,9.2,7,0,7,1,0
10000334,Female,43,Married,Software Engineering,3,Technology,,,3,0,0,0,3,3,1,1,2,22-Mar-21,22-Mar-21,1.6,1.6,0,1.6,0,0
10000391,Male,43,Other,Software Engineering,4,Technology,,,3,0,0,0,1,2,2,3,3,22-Jan-97,22-Oct-12,25.8,10,3,10,1,0
10000396,Male,43,Married,Software Engineering,1,Technology,,,4,0,0,0,4,3,4,1,3,22-Aug-19,22-Oct-20,3.2,2,1,2,1,0
10000397,Female,43,Other,Other,2,Technology,,,3,0,0,0,3,3,3,4,3,22-Sep-17,22-Oct-20,5.1,2,0,2,1,0
10000490,Male,43,Other,Other,4,Technology,,,3,0,0,0,2,2,4,3,2,22-Dec-20,22-Dec-20,1.9,1.9,0,1.9,0,0
10000492,Male,43,Other,Software Engineering,2,Technology,,,3,0,0,0,4,3,3,2,3,22-Jan-14,22-Oct-15,8.8,7,4,7,1,0
10000549,Male,43,Married,Software Engineering,2,Quality,,,3,0,0,0,4,2,4,3,3,22-Jul-20,22-Oct-20,2.3,2,2,2,0,0
10000610,Male,43,Married,Software Engineering,4,Technology,,,4,0,0,0,2,3,1,3,3,22-Jul-18,22-Oct-21,4.3,1,1,1,1,0
10000651,Female,43,Married,Software Engineering,2,Technology,,,3,0,0,0,4,3,4,2,2,22-Aug-17,22-Oct-20,5.2,2,2,2,1,0
10000662,Female,43,Other,Software Engineering,2,Technology,,,4,0,0,0,1,3,2,3,4,22-Dec-20,22-Dec-20,1.9,1.9,0,1.9,0,0
10000776,Male,43,Other,Software Engineering,3,Quality,,,3,0,0,0,3,2,4,3,3,22-Feb-21,22-Feb-21,1.7,1.7,0,1.7,0,0
10000813,Female,43,Married,Software Engineering,3,Technology,,,3,0,0,0,3,3,1,3,3,22-Jun-14,22-Oct-15,8.4,7,0,7,1,0
10000850,Female,43,Single,Software Engineering,2,Quality,,,3,0,0,0,1,1,3,2,2,22-Apr-18,22-Oct-19,4.5,3,1,3,1,1
10000899,Male,43,Married,Software Engineering,5,Technology,,,3,0,0,0,3,1,4,2,3,22-Aug-14,22-Oct-15,8.2,7,0,7,1,0
10000927,Female,43,Single,Software Engineering,3,Quality,,,3,0,0,0,4,2,4,4,4,22-Mar-01,22-Oct-15,21.6,7,15,7,1,0
10000996,Female,43,Single,Software Engineering,2,Technology,,,3,0,0,0,1,2,3,1,1,22-Mar-02,22-Oct-15,20.6,7,1,7,1,0
10001134,Male,43,Other,Technical Degree,1,Technology,,,3,0,0,0,4,4,2,3,3,22-Aug-16,22-Oct-18,6.2,4,0,4,1,0
10001186,Male,43,Married,Software Engineering,4,Technology,,,4,0,0,0,3,2,3,1,3,22-Dec-07,22-Oct-12,14.9,10,6,10,1,0
10001217,Male,43,Married,Software Engineering,2,Quality,,,3,0,0,0,4,3,4,1,3,22-Jul-12,22-Oct-13,10.3,9,8,9,1,0
10001263,Male,43,Married,Technical Degree,1,Technology,,,3,0,0,0,3,2,3,4,3,22-Jul-21,22-Jul-21,1.3,1.3,0,1.3,0,1
10001270,Male,43,Single,Software Engineering,1,Consulting,,,3,0,0,0,2,3,4,2,3,22-Mar-13,22-Oct-15,9.6,7,1,7,1,0
10001294,Male,43,Single,Software Engineering,1,Technology,,,3,0,0,0,1,3,3,3,2,22-Jun-19,22-Oct-20,3.4,2,1,2,1,0
10001317,Male,43,Married,Software Engineering,2,Quality,,,4,0,0,0,1,3,4,3,3,22-Jun-15,22-Oct-15,7.4,7,7,7,1,0
10001331,Female,43,Married,Software Engineering,5,Technology,,,3,0,0,0,1,2,3,4,3,22-Oct-05,22-Oct-10,17.0,12,6,12,1,0
10001400,Male,43,Married,Software Engineering,3,Technology,,,3,0,0,0,1,3,3,2,3,22-Oct-11,22-Oct-13,11.0,9,0,9,1,0
10000029,Female,44,Married,Software Engineering,3,Technology,,,3,0,0,0,1,2,4,4,3,22-Jul-00,22-Oct-16,22.3,6,5,6,1,0
10000032,Male,44,Married,Other,2,Technology,,,3,0,0,0,4,3,4,4,4,22-Jun-18,22-Oct-20,4.4,2,1,2,1,0
10000053,Female,44,Other,Software Engineering,2,Quality,,,4,0,0,0,2,3,1,3,2,22-Oct-17,22-Oct-19,5.0,3,1,3,1,0
10000100,Male,44,Married,Software Engineering,2,Technology,,,3,0,0,0,2,3,2,3,4,22-Feb-19,22-Oct-20,3.7,2,1,2,1,0
10000287,Male,44,Other,Software Engineering,1,Technology,,,4,0,0,0,4,3,3,4,1,22-Aug-21,22-Aug-21,1.2,1.2,0,1.2,0,1
10000494,Female,44,Single,Business Management,2,Consulting,,,3,0,0,0,1,2,3,2,4,22-Mar-20,22-Oct-20,2.6,2,0,2,0,0
10000498,Male,44,Married,Other,5,Technology,,,3,0,0,0,4,3,4,1,4,22-Mar-20,22-Oct-20,2.6,2,0,2,0,0
10000544,Male,44,Single,Software Engineering,1,Technology,,,3,0,0,0,1,1,3,3,3,22-Jul-17,22-Oct-20,5.3,2,1,2,1,0
10000618,Male,44,Single,Software Engineering,2,Technology,,,3,0,0,0,4,3,2,4,2,22-Feb-17,22-Oct-20,5.7,2,2,2,1,0
10000632,Male,44,Married,Software Engineering,1,Technology,,,4,0,0,0,1,4,4,3,2,22-Aug-19,22-Oct-20,3.2,2,0,2,1,0
10000659,Male,44,Married,Software Engineering,1,Technology,,,3,0,0,0,2,3,1,4,3,22-Mar-14,22-Oct-15,8.6,7,7,7,1,0
10000751,Female,44,Married,Software Engineering,1,Quality,,,3,0,0,0,4,4,4,3,3,22-Feb-10,22-Oct-11,12.7,11,11,11,1,0
10000790,Male,44,Married,Business Management,3,Consulting,,,3,0,0,0,2,2,1,4,3,22-Apr-02,22-Oct-16,20.5,6,3,6,1,1
10000858,Male,44,Single,Software Engineering,1,Technology,,,3,0,0,0,3,3,3,3,3,22-Oct-15,22-Oct-18,7.0,4,0,4,1,1
10000863,Male,44,Single,Software Engineering,1,Technology,,,3,0,0,0,4,1,3,4,3,22-Aug-22,22-Aug-22,0.2,0.2,0,0.2,0,0
10000876,Male,44,Single,Other,2,Technology,,,4,0,0,0,4,3,4,2,3,22-Jun-02,22-Oct-11,20.4,11,13,11,1,0
10000892,Female,44,Married,Software Engineering,1,Technology,,,3,0,0,0,1,4,4,4,3,22-Aug-12,22-Oct-17,10.2,5,7,5,1,0
10000908,Male,44,Married,Software Engineering,1,Quality,,,3,0,0,0,2,3,2,3,3,22-Dec-99,22-Oct-13,22.9,9,3,9,1,0
10000923,Male,44,Other,Software Engineering,1,Technology,,,3,0,0,0,3,4,1,4,2,22-Dec-96,22-Oct-13,25.9,9,14,9,1,0
10000929,Female,44,Married,Software Engineering,3,Technology,,,3,0,0,0,1,3,4,4,3,22-Aug-12,22-Oct-15,10.2,7,0,7,1,1
10000954,Male,44,Married,Software Engineering,1,Technology,,,3,0,0,0,1,3,1,3,4,22-Mar-19,22-Oct-20,3.6,2,1,2,1,1
10001043,Male,44,Single,Software Engineering,1,Technology,,,3,0,0,0,3,2,3,4,3,22-Jun-17,22-Oct-20,5.4,2,0,2,1,0
10001047,Male,44,Single,Software Engineering,1,Technology,,,3,0,0,0,4,3,2,3,2,22-Aug-17,22-Oct-20,5.2,2,1,2,1,0
10001052,Female,44,Married,Software Engineering,2,Quality,,,3,0,0,0,1,3,3,3,2,22-Dec-20,22-Dec-20,1.9,1.9,0,1.9,0,0
10001063,Male,44,Single,Software Engineering,3,Technology,,,3,0,0,0,2,3,3,2,2,22-Feb-20,22-Oct-20,2.7,2,2,2,0,0
10001079,Male,44,Married,Software Engineering,2,Technology,,,3,0,0,0,4,3,1,3,4,22-Oct-01,22-Oct-16,21.0,6,14,6,1,0
10001141,Female,44,Other,Software Engineering,2,Technology,,,3,0,0,0,2,3,4,4,2,22-Oct-99,22-Oct-15,23.0,7,1,7,1,0
10001166,Male,44,Married,Business Management,2,Consulting,,,3,0,0,0,1,3,4,3,3,22-Mar-12,22-Oct-15,10.6,7,0,7,1,0
10001201,Female,44,Other,Business Management,1,Consulting,,,3,0,0,0,3,3,4,1,3,22-Jan-20,22-Oct-20,2.8,2,2,2,0,0
10001215,Female,44,Married,Software Engineering,2,Technology,,,3,0,0,0,3,4,4,2,3,22-Apr-14,22-Oct-15,8.5,7,6,7,1,0
10001280,Male,44,Other,Software Engineering,1,Technology,,,3,0,0,0,3,3,2,3,2,22-Jan-17,22-Oct-19,5.8,3,2,3,1,1
10001353,Male,44,Married,Software Engineering,2,Technology,,,3,0,0,0,2,4,1,4,3,22-Sep-20,22-Sep-20,2.1,2.1,2,2.1,0,0
10001436,Male,44,Single,Software Engineering,1,Technology,,,3,0,0,0,2,3,4,3,3,22-Sep-18,22-Oct-19,4.1,3,1,3,1,0
10000068,Male,28,Other,Software Engineering,3,Technology,,,3,0,0,0,2,3,1,3,3,22-Oct-20,22-Oct-20,2.0,2,0,2,0,0
10000078,Male,28,Married,Other,3,Technology,,,3,0,0,0,4,3,1,2,4,22-Jan-22,22-Jan-22,0.8,0.8,0,0.8,0,0
10000142,Male,28,Single,Software Engineering,1,Technology,,,3,0,0,0,3,3,4,2,2,22-Apr-16,22-Oct-17,6.5,5,0,5,1,0
10000154,Male,28,Other,Software Engineering,2,Technology,,,3,0,0,0,2,3,2,3,1,22-Feb-05,22-Oct-13,17.7,9,0,9,1,0
10000175,Female,28,Other,Software Engineering,2,Quality,,,3,0,0,0,3,3,1,1,4,22-Oct-16,22-Oct-18,6.0,4,0,4,1,0
10000195,Male,28,Married,Software Engineering,2,Technology,,,4,0,0,0,1,2,4,4,3,22-Aug-02,22-Oct-14,20.2,8,11,8,1,0
10000219,Female,28,Single,Software Engineering,3,Quality,,,3,0,0,0,4,2,4,4,3,22-Jan-03,22-Oct-15,19.8,7,12,7,1,0
10000245,Male,28,Married,Other,3,Technology,,,3,0,0,0,3,4,4,3,3,22-Aug-98,22-Aug-98,24.2,24.2,1,24.2,1,0
10000250,Male,28,Married,Software Engineering,2,Technology,,,3,0,0,0,1,4,3,4,3,22-Jul-19,22-Oct-20,3.3,2,0,2,1,0
10000269,Male,28,Married,Software Engineering,2,Technology,,,3,0,0,0,3,3,4,2,3,22-Sep-02,22-Oct-15,20.1,7,4,7,1,0
10000312,Male,28,Other,Software Engineering,2,Technology,,,3,0,0,0,1,3,1,1,3,22-Aug-98,22-Oct-13,24.2,9,9,9,1,0
10000335,Male,28,Married,Other,2,Technology,,,3,0,0,0,4,3,4,1,3,22-Sep-12,22-Oct-13,10.1,9,9,9,1,0
10000408,Male,28,Married,Software Engineering,1,Technology,,,4,0,0,0,1,3,4,4,2,22-Apr-20,22-Oct-20,2.5,2,0,2,0,0
10000453,Male,28,Married,Other,2,Quality,,,3,0,0,0,4,3,2,2,4,22-Feb-14,22-Oct-15,8.7,7,3,7,1,0
10000505,Female,28,Married,Software Engineering,2,Quality,,,3,0,0,0,1,3,1,4,3,22-Oct-20,22-Oct-21,2.0,1,0,1,0,1
10000565,Male,28,Single,Technical Degree,2,Quality,,,3,0,0,0,2,1,3,1,3,22-Jan-14,22-Oct-15,8.8,7,3,7,1,0
10000604,Female,28,Single,Software Engineering,1,Technology,,,3,0,0,0,2,2,3,4,3,22-Apr-21,22-Apr-21,1.5,1.5,0,1.5,0,0
10000626,Male,28,Other,Software Engineering,3,Quality,,,3,0,0,0,4,3,1,3,3,22-Aug-17,22-Oct-18,5.2,4,0,4,1,0
10000697,Male,45,Married,Software Engineering,2,Technology,,,3,0,0,0,3,3,2,2,2,22-Feb-13,22-Oct-15,9.7,7,0,7,1,0
10000714,Female,45,Other,Software Engineering,1,Technology,,,3,0,0,0,4,3,4,4,3,22-Feb-17,22-Oct-19,5.7,3,0,3,1,0
10000719,Male,45,Married,Software Engineering,2,Technology,,,3,0,0,0,4,3,1,3,3,22-Jul-13,22-Oct-14,9.3,8,0,8,1,0
